obs	shann
ERR12161498	1222	5.86753299655891
ERR12161474	1061	5.66479807420305
ERR12161497	1869	6.18172272389323
ERR12161489	1094	5.54110989979163
ERR12161499	1494	6.35646729077288
ERR12161485	1365	5.55339098680134
ERR12161495	1474	5.86326929174031
ERR12161501	1423	5.57622713387109
ERR12161481	1566	6.41141500858655
ERR12161482	1558	6.06209974923674
ERR12161508	1434	6.29923419306792
ERR12161480	1481	6.09868374146787
ERR12161511	912	5.5754028197265
ERR12161484	1161	5.83368615921115
ERR12161493	1390	6.11432318166934
ERR12161524	1809	5.78440179317425
ERR12161521	1359	6.0227866833234
ERR12161505	1085	5.84259698528436
ERR12161527	1108	5.38579670884036
ERR12161494	1933	6.26373822719336
ERR12161519	1611	6.27757584430849
ERR12161525	1354	5.85749486749568
ERR12161471	1305	6.30614963405782
ERR12161506	1378	6.15823819367775
ERR12161533	1897	6.54489751783544
ERR12161509	1512	6.08637310301716
ERR12161490	1354	5.97858622018171
ERR12161492	1440	6.26520371918524
ERR12161476	1725	6.59442147963157
ERR12161532	1439	6.16071045199142
ERR12161513	1537	6.04730250100336
ERR12161477	1549	6.30532052414768
ERR12161491	1464	5.8041375405323
ERR12161507	1683	6.45195069920176
ERR12161535	2480	6.56419517524377
ERR12161539	1511	6.24366766230473
ERR12161515	1327	5.84729503035388
ERR12161548	1418	6.20775774995509
ERR12161526	1451	5.80018478372981
ERR12161528	1630	6.12695442330009
ERR12161504	920	5.34485560686293
ERR12161520	1268	6.04982722463741
ERR12161542	1238	6.25515331956333
ERR12161534	1049	5.84883756368971
ERR12161478	1293	5.93533879210405
ERR12161503	1103	5.90613159266522
ERR12161549	1248	5.90552395258137
ERR12161475	831	5.39004521541403
ERR12161502	1134	6.0069752579776
ERR12161553	1250	5.90881977046825
ERR12161529	1348	6.09878014432195
ERR12161558	1485	6.57075935769637
ERR12161543	1190	5.76413561031377
ERR12161472	1256	6.1104680720215
ERR12161537	1222	5.85448536555135
ERR12161559	1400	6.00044208296518
ERR12161544	1144	5.73173393172456
ERR12161536	1290	5.71237116624668
ERR12161530	1412	6.05331068276829
ERR12161546	1623	6.31127982120931
ERR12161560	1449	6.31088565892794
ERR12161545	1545	6.28668093311813
ERR12161518	1625	6.31493592046264
ERR12161540	1422	6.18837113033375
ERR12161566	1050	5.82639236425882
ERR12161512	1179	5.70777522708145
ERR12161473	1277	5.78474214080358
ERR12161552	1334	5.82199106894136
ERR12161572	1506	6.2587764191104
ERR12161514	1103	5.70944647073991
ERR12161479	1142	5.84298464436093
ERR12161522	1026	5.45009133276139
ERR12161541	1365	6.00406671553554
ERR12161581	2026	5.75294142963418
ERR12161567	1136	5.45686245799737
ERR12161517	967	5.27079346180026
ERR12161576	1528	5.99273972262943
ERR12161550	1075	5.38862820837754
ERR12161551	1225	5.84809231047717
ERR12161574	1353	6.04423248494578
ERR12161565	1270	5.93053834949737
ERR12161590	1463	5.97749983538196
ERR12161578	1309	6.20420566892375
ERR12261287	2089	6.77881384400011
ERR12161531	1197	5.78161492938457
ERR12161571	1142	5.81481327632265
ERR12161470	1309	6.3801363586014
ERR12261290	1426	6.5637890362313
ERR12261293	1429	6.57394191745152
ERR12161579	1162	6.03410030598614
ERR12261292	1810	6.81922904456728
ERR12261294	1489	6.14885653995569
ERR12261295	1543	6.30759501242183
ERR12261289	1267	6.2799530251642
ERR12261297	1587	6.30218354960805
ERR12161557	1739	6.43074381243748
ERR12261298	1736	6.68955195365137
ERR12261296	1626	5.7095730185877
ERR12161583	783	5.64441980965096
ERR12261301	1383	6.31340916201791
ERR12161573	1297	5.92125229675953
ERR12261306	1455	6.15512715655715
ERR12261367	1397	6.34868394351452
ERR12161563	1221	5.58966009145303
ERR12261302	1403	6.35364954984095
ERR12161577	1126	5.8956364829138
ERR12261304	1531	6.19048892606678
ERR12261490	1674	6.4147219529574
ERR12261441	1383	6.20165721893744
ERR12261496	1224	6.24250880383366
ERR12261307	1693	6.61202749484733
ERR12161554	1478	6.26736648704558
ERR12261305	1505	6.23731136344959
ERR12261485	1460	6.01535615122669
ERR12261440	1400	6.22015530220442
ERR12261487	1730	6.66449067078297
ERR12161591	1829	5.50985191647593
ERR12261484	1701	6.48529374897067
ERR12161570	1126	5.21699283859021
ERR12261489	1242	6.12905724070504
ERR12261488	1833	6.50467716373388
ERR12261486	1378	6.39365134156191
ERR12261494	1682	6.50070402079214
ERR1474573	1781	6.70112723012639
ERR1474574	2036	6.56884034691025
ERR1474576	2278	7.00353322300723
ERR1474572	1880	6.78148350389015
ERR12161547	1672	6.30202722748085
ERR1474578	2324	7.00661557263745
ERR1474564	2453	7.03259211339014
ERR12161555	1521	6.22231485797255
ERR1474581	1985	6.81440560095795
ERR12161516	1261	6.01183644390384
ERR12161584	1257	6.25201203099954
ERR12161510	1336	6.15162627899978
ERR1474577	1861	6.47838402998345
ERR12161582	1161	6.028979300072
ERR12161556	1315	6.10074071259576
ERR1474567	2379	6.79148337513798
ERR2155144	1946	5.769810882403
ERR1474569	2108	6.988647959821
ERR1474568	1817	6.41469398312987
ERR1474565	2347	6.72291708063641
ERR1474570	1746	6.10596015077364
ERR1474571	2024	6.56215101046886
ERR12161523	1535	6.49084914985817
ERR1474582	1984	6.65810915916915
ERR12161564	1328	6.08784696008517
ERR1474580	1597	6.04617440801896
ERR1474579	1848	6.52744345433491
ERR1474566	1803	6.56197910380147
ERR1474584	1873	5.55393225684576
ERR12161575	1303	6.01815838510091
ERR1474575	2125	6.81493769630621
ERR1474583	1861	6.82601330707172
ERR12161538	1203	5.76222028478089
ERR12161562	1443	6.34133428306058
ERR1474587	1800	6.30931599132019
ERR1474586	1715	6.21990040926647
ERR12161568	1283	6.09951242363013
ERR12161580	1428	5.76627757302013
ERR1474585	1859	5.65869813999888
ERR12161569	1135	5.54494410647298
ERR2732365	610	5.39592699514615
ERR2732370	845	5.66642290331724
ERR2732372	457	4.58972176602719
ERR2732366	1375	6.14496711014105
ERR2732371	679	4.68638610879446
ERR2732364	1097	5.54489266972535
ERR2732373	1103	6.1274887571633
ERR2732393	1019	5.63440141983841
ERR12161561	851	5.15197902122412
ERR2732395	1245	5.96748368714468
ERR2732411	1158	5.6163863526265
ERR2732423	1189	6.1842869138254
ERR2732418	1044	5.22940465191875
ERR2732417	622	5.15458520661179
ERR2732439	569	5.01931652512957
ERR12161585	1479	6.22803762745909
ERR2732447	1463	6.55017999888257
ERR2732428	822	5.01887005932372
ERR2732485	561	4.54472645258759
ERR2732486	1029	5.76107501328158
ERR2732480	1056	5.23481332038732
ERR2732482	911	6.01270959429328
ERR2732488	1135	5.85285738554273
ERR2732495	700	4.88070520800698
ERR2732489	1172	6.12442045523508
ERR2732498	856	4.94703324224775
ERR2732510	741	5.63365620251029
ERR2732517	667	5.32165217753487
ERR2732519	556	5.52360185725721
ERR2732520	760	5.3650183257961
ERR2732523	890	5.97169935420007
ERR2732524	186	4.00432954686494
ERR2732527	561	5.30514143209722
ERR2732526	437	4.59097272956176
ERR2732529	517	5.02834201012978
ERR12161586	1019	5.61357268453544
ERR2732533	543	5.37605515020302
ERR2732543	1738	6.25437582664394
ERR2732536	1598	6.60912634713644
ERR2732552	1295	6.21181390317237
ERR2732545	1455	6.24022000026595
ERR2732544	1522	6.54633213314273
ERR2732546	1450	6.12320459654372
ERR2732547	1495	6.19955596206812
ERR2732556	1042	6.18582131308827
ERR3274616	434	4.72165134390458
ERR2732549	1146	6.21441849895323
ERR2732540	1445	6.24719665143227
ERR3274619	259	3.11225180127414
ERR3274623	107	2.13053454214668
ERR2732538	949	5.33258113041504
ERR2732559	1151	5.85687505860187
ERR2732542	970	5.95224605124543
ERR3274625	578	4.52037962050012
ERR3274622	63	2.27086703281465
ERR3274615	993	6.01657512979236
ERR3274631	75	2.6613834382292
ERR3274627	95	2.75167456645548
ERR12161588	1397	6.22705366257163
ERR3274624	429	4.06603983283569
ERR3274635	93	2.8609199729336
ERR2732550	947	5.76322386333018
ERR3274629	70	2.32638672480631
ERR2732557	1207	6.18602596967123
ERR2732537	1174	6.06475312768451
ERR2732560	1133	5.66049339661356
ERR4031680	1627	6.28690234349729
ERR4031682	1578	6.24662503597263
ERR3274636	75	2.83274721336756
ERR3274634	70	2.69370035755245
ERR4031683	1476	6.24998306958158
ERR3274632	82	2.92101942593483
ERR3274621	94	2.35335866777412
ERR4031695	1381	6.08742913532294
ERR3274628	93	2.81044661829497
ERR4031700	1354	6.38541841951771
ERR2732551	521	5.12709406160035
ERR4031706	1793	6.48554543864684
ERR4031701	1358	6.05922681068897
ERR3412419	657	5.16744077161154
ERR2732541	1020	6.07976501207464
ERR3274633	106	3.35980826436911
ERR3274637	44	2.24366847992435
ERR4031714	1437	6.2654376950992
ERR4031715	1590	6.01295862889761
ERR4031722	1331	6.23205617862211
ERR4031728	1661	6.44145510518032
ERR4031732	1541	6.08994700442704
ERR4031730	1479	6.15218165013546
ERR2732548	990	5.75748973838959
ERR3412420	1175	6.03480105341561
ERR3579819	411	5.06314032281861
ERR3579821	509	4.71337034300917
ERR3579823	608	5.34705951754063
ERR4031739	1583	6.17423782527996
ERR3579824	407	5.04516933698405
ERR12161592	1318	5.89679631821343
ERR3579822	609	5.67924584506554
ERR3579825	559	4.98664738469936
ERR4031750	1429	6.17884591350339
ERR2732558	1724	6.48649652655856
ERR3412402	1350	5.90969368795377
ERR4031756	1715	5.7329473490799
ERR3274630	77	2.76794651819782
ERR4031763	1811	6.63116342728643
ERR4031780	1395	6.47543290502599
ERR3579820	452	5.03058350023038
ERR4031784	1345	6.11634925791842
ERR3579826	435	4.65588750160108
ERR4031792	1532	6.35788868169988
ERR4031790	1238	6.06740759287916
ERR4031794	1416	5.96390400793313
ERR4031800	1343	6.29186104308999
ERR4031798	1233	6.09090096098741
ERR4031801	1758	6.56325635321477
ERR4031804	1727	6.27314789597373
ERR4031818	1500	6.36559702354227
ERR4031825	1195	5.69543070718857
ERR4031834	1556	6.27899418954007
ERR4031826	1419	5.75196048902218
ERR4031840	1451	6.1853863834623
ERR4031841	2060	6.51271385728033
ERR4031837	1500	6.33345849118103
ERR4031843	1183	5.62897628738942
ERR4031848	1821	6.59898829496312
ERR4031849	1354	6.41031611659275
ERR4031862	1602	6.37833153133445
ERR4031870	1546	6.33542613579718
ERR4031869	1559	6.49086439475512
ERR4031866	1271	6.0023598249659
ERR4031871	1270	5.85638000502781
ERR4031879	1534	6.43767635521953
ERR4031887	1410	6.18621782932299
ERR4031899	1359	6.153691803062
ERR4031909	1458	6.17326867168418
ERR4031919	1435	6.20879663365257
ERR4031917	1505	6.11965887077411
ERR4031937	1474	6.58661693672814
ERR4031934	1301	6.03378867924623
ERR4031944	1511	6.32132374436677
ERR4031946	1136	5.71395662917954
ERR4031958	1322	6.20499916760354
ERR4031959	1327	5.98000667730719
ERR4031956	1598	6.2922732665679
ERR4031966	1255	6.05368137292052
ERR4031962	1569	6.15559262836452
ERR4031971	1586	6.33440409123926
ERR4031980	1358	5.96442047555605
ERR4031967	1214	5.98545971773188
ERR4031978	1566	6.08571260663493
ERR4031991	1637	6.457850182266
ERR4031995	1335	5.82971055339825
ERR4031993	1575	6.47122373531348
ERR4031999	1520	6.27831727268249
ERR4032005	1190	5.74829832143567
ERR4032003	1583	6.11807680985604
ERR4032004	1818	6.56352421628817
ERR12161589	1424	6.2775903073036
ERR4032026	1457	6.22608688581734
ERR4032031	1594	6.42621066975205
ERR4032037	1381	6.18124109288252
ERR4032035	1627	5.97411311050279
ERR4032043	1289	6.18394389790319
ERR4032044	1529	6.41850214613589
ERR4032049	1280	6.10350461210054
ERR4032039	1277	5.85021592650864
ERR4032048	1269	6.10682184418092
ERR4032051	1690	6.49604880982842
ERR4032055	1275	5.93238797857656
ERR4032057	1199	6.03635883812837
ERR4032050	1579	6.05014162560541
ERR4032064	1583	6.62846121300767
ERR4032062	1452	6.25134072646969
ERR4032074	1610	6.427880410993
ERR4032076	1508	6.39398444569253
ERR4032070	1652	6.50077428495935
ERR4032087	1865	6.54017186519802
ERR4032093	1467	6.36491427287888
ERR4032100	1639	6.44356834071826
ERR4032111	1284	6.04063896838817
ERR4032116	1380	5.95654787246346
ERR4032114	1502	6.05920102997474
ERR4032117	1624	6.33978463106265
ERR4032121	1302	6.08979054563302
ERR4032127	1265	6.00575668729988
ERR4032126	1518	6.26765441890984
ERR4032125	1463	6.12126067024219
ERR4032133	1470	5.86247991283023
ERR4032129	1674	6.46266861792414
ERR4032132	1777	6.42280456527358
ERR4032136	1106	5.36100257863775
ERR4032137	1353	5.95380122916942
ERR12161587	1276	6.00686721158357
ERR4032140	1814	6.61517823386293
ERR4129701	1105	6.12322086188402
ERR4032139	1089	5.6637176989814
ERR4129702	1444	5.94525162796018
ERR4129716	1160	5.85261421741407
ERR4129703	1444	6.36207740062567
ERR4129724	1124	6.2110555008726
ERR4129728	1437	6.12142958499149
ERR4129720	1104	5.28665820943879
ERR4129711	2169	5.71439517002662
ERR4129736	465	4.41801683258435
ERR4129732	1001	5.70519595558959
ERR4129734	707	4.68381607437485
ERR4129722	734	5.1287792676854
ERR4129743	1077	5.43593013825206
ERR4129727	1164	5.54754411795295
ERR4129704	899	5.64184647148219
ERR4129705	1671	6.29291264687213
ERR4129737	484	4.71677333375314
ERR4129726	1383	6.46380506720804
ERR4129748	1074	6.00550019146396
ERR4129742	1525	5.97483271093094
ERR4129746	1473	4.96334974871015
ERR4129739	1063	5.52460462051901
ERR4129707	1458	6.52074027044192
ERR4129756	2098	6.85668789982141
ERR4129755	88	3.14636675564137
ERR4129763	1623	6.2506521919466
ERR4129738	999	6.04762270633879
ERR4129761	1141	5.9762105440947
ERR4129762	1643	6.14006713740516
ERR4129754	1373	6.32006089914728
ERR4129751	733	5.18003714962286
ERR4129744	1097	5.45739167628939
ERR4129741	945	5.64636599462264
ERR4129774	779	5.16850731752597
ERR4129757	1472	6.24799205790612
ERR4129769	577	5.13131066790518
ERR4129750	569	4.58807159278254
ERR4129721	1517	5.75493149935749
ERR4129767	1128	5.91902858668826
ERR4129759	1119	5.39637841888009
ERR4129723	1255	6.06872835260996
ERR4129731	721	3.29380934120692
ERR4129780	630	5.63184672263995
ERR4129749	1875	6.08193914480605
ERR4129725	1861	5.98541270520916
ERR4129768	1567	6.53470782577047
ERR4129784	1829	6.2916543895583
ERR4129796	1055	5.84190146090379
ERR4129717	1268	6.0588800349104
ERR4129747	1234	5.10586221006377
ERR4129793	772	5.64981679412707
ERR4129752	1375	4.10245628274052
ERR4129775	495	4.39343894599659
ERR4129799	1084	5.89759845798396
ERR4129772	1424	6.04302808900774
ERR4129710	1258	5.41155589121468
ERR4129766	1050	5.85587723793276
ERR4129771	797	5.67384350156303
ERR4129801	1057	5.30869340854362
ERR4129729	236	3.94815926330548
ERR4129794	1040	5.59376028579553
ERR4129786	1895	6.40635421589511
ERR4129760	1643	4.52532695543318
ERR4129773	1478	5.94508736203334
ERR4129764	1195	5.86127062533862
ERR4129782	1150	5.37816593649503
ERR4129776	1290	5.01793851257903
ERR5264306	88	3.90121867277562
ERR4129792	1347	6.10599454712966
ERR4129817	981	5.53489126986637
ERR4129816	1489	5.83840424679625
ERR4129788	1688	6.23538624593291
ERR5264305	592	5.86791481248675
ERR4129714	904	5.19616480553977
ERR4129795	1794	6.7453589786694
ERR4129779	1123	5.76105674457964
ERR5264307	582	5.78094309171985
ERR5264309	2	0.649248354870898
ERR4129783	366	4.62476446518418
ERR4129814	912	5.66322409755553
ERR5264312	105	4.08390529789145
ERR5264311	540	5.40936611251968
ERR5264310	687	5.57539863726319
ERR4129806	1388	5.91689847824423
ERR4129805	525	5.0148006478
ERR4129719	994	5.49156355798066
ERR4129781	1209	4.58760139501194
ERR4129777	1328	6.19659482823086
ERR5264313	586	5.3668987431405
ERR5264314	162	4.71736494727579
ERR5264315	67	3.58791254103149
ERR4129778	1165	5.88385136497041
ERR4129733	924	5.1591779654027
ERR5264316	522	5.54762091539603
ERR5264318	249	4.74282757344467
ERR4129804	989	5.64338868479116
ERR5264319	74	3.20493196130527
ERR5264317	369	4.88103431598168
ERR4129785	1647	6.43856530293791
ERR5264320	184	3.5325615777919
ERR4129787	1855	6.08924838272631
ERR5264322	405	5.01477150830476
ERR5264325	327	3.70220772689175
ERR5264326	208	4.00527756622915
ERR5264323	455	5.38110420275696
ERR5264324	357	5.23054789690206
ERR4129813	1060	5.74469292036568
ERR5264334	90	4.01024829682211
ERR5264327	227	4.50212001211067
ERR5264335	317	4.81045447422236
ERR5264332	395	4.43076663064843
ERR5264330	104	3.70126525587295
ERR5264333	256	4.93272941605765
ERR5264329	266	4.34003428541078
ERR5264336	186	4.87165927173059
ERR5264331	586	5.14334243799629
ERR5264328	350	4.61439245842557
ERR5264341	251	4.795465207435
ERR5264338	429	4.25306105329911
ERR5264340	126	4.25127646488095
ERR5264337	126	4.05201597748421
ERR5264344	6	1.73478824190864
ERR5264339	92	4.05633436274362
ERR4129790	1974	6.35671424291879
ERR4129800	1026	5.64097103074475
ERR4129802	1697	6.5230291959338
ERR5264342	596	5.56666389734151
ERR5264350	10	1.74298711661314
ERR5264351	83	4.2059320260409
ERR5264345	1011	6.08675963154884
ERR5264347	546	5.52049283401742
ERR4129815	1166	6.13163809860828
ERR5264346	507	5.33695322317393
ERR5264348	767	5.62350082990449
ERR4129807	1312	6.25903171190018
ERR5264349	892	5.90493623735934
ERR4129803	761	5.78162406476848
ERR4129810	1119	5.56504852772047
ERR5264352	1127	6.20171225251792
ERR4129798	670	5.18203492730266
ERR4129818	1146	6.16716779116031
ERR7017392	1228	5.78072050691193
ERR7017399	1072	5.01652528811265
ERR7017396	1717	6.5263613306317
ERR7017401	1214	4.65569914361304
ERR7017391	1231	4.45386725705603
ERR4129808	487	4.89805442408785
ERR7017400	1197	4.78850183071801
ERR4129797	1356	6.22743401849394
ERR7017395	1554	6.3977743366249
ERR7017403	1477	6.45228664718822
ERR7017393	1221	5.05336329840595
ERR7017402	790	4.68601642840604
ERR4129812	1327	5.85781321504202
ERR7017397	1460	6.17340113771073
ERR7435622	1753	6.46478336326716
ERR4129730	364	4.01536029863493
ERR7017404	1395	6.38726508887622
ERR7435809	1337	5.88963649569847
ERR4129791	1489	6.37645587467183
ERR7435665	1853	5.68673518870447
ERR7436110	1900	5.84296909092756
ERR7435983	1534	6.45520421542366
ERR7017398	1429	6.12957846940162
ERR7435747	1931	6.4988533009185
ERR7437009	1899	6.4279448927467
ERR7017394	1153	5.7365721522511
ERR7437542	2437	4.63429137638992
ERR7436416	1697	6.4741472559792
ERR7436408	1605	5.45752929794982
ERR7436001	1745	6.32388741421955
ERR7436028	1481	5.91197084937765
ERR7436660	1503	6.21534577969286
ERR7436685	1506	6.3546108297163
ERR7437034	1920	6.58208020867712
ERR7437505	1147	5.87412139542806
ERR7437142	1123	5.10633899581216
ERR7437229	1510	5.93667434711646
ERR7437536	1629	6.18056818000095
ERR7437539	1646	6.1017657001624
ERR7437350	1747	6.31664573613037
ERR7437533	1944	6.22893306181843
ERR7437462	1604	6.37161018127854
ERR7437537	1439	6.04462697279414
ERR7437522	1446	5.5299069282522
ERR7437187	1367	5.5747814251937
ERR7437535	1999	6.56347709313646
ERR7437534	1591	6.41026475170801
ERR7437540	2233	6.76952401970457
ERR7437312	1358	6.42047483762489
ERR7437538	2177	6.67306193212382
ERR7437460	1443	6.47669694943832
ERR7437549	2233	6.54949544965074
ERR4129789	1460	6.01853192229284
ERR7437624	1340	6.03850341222822
ERR7437541	1469	5.96541004752067
ERR7437552	1883	6.24291042914084
ERR7437551	1510	6.12039085800276
ERR7437546	2107	6.4192748559424
ERR7437581	1804	5.97121089353372
ERR7437547	1524	6.36121849366907
ERR7437548	1817	5.6522670284079
ERR7437553	1190	6.23057451176937
ERR7437550	1834	6.09752235140526
ERR7437555	1841	6.28255970223504
ERR7437570	1203	6.27569533689296
ERR7437566	1500	6.14773914596957
ERR7437614	1921	6.47189013665401
ERR7437556	2117	6.64206747201059
ERR7437619	1707	6.47182932049218
